OTU	genus	species	notes
OTU_664	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_665	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_666	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_667	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_668	g__Bacillus_toyonensis_G7S3_GCA_031324285.1	s__	Bacillus_toyonensis_G7S3_GCA_031324285.1
OTU_669	g__Rossellomorea_marisflavi_LC18_GCA_031324195.1	s__	Rossellomorea_marisflavi_LC18_GCA_031324195.1
OTU_670	g__Virgibacillus_halodenitrifican_ACCC02857_GCA_030122745.1	s__	Virgibacillus_halodenitrifican_ACCC02857_GCA_030122745.1
OTU_671	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_672	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_673	g__Paenibacillus_woosongensis	s__B2_4_GCA_030122845.1	Paenibacillus_woosongensis B2_4_GCA_030122845.1
OTU_674	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_675	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_676	g__Fictibacillus_enclensis_TL8_GCA_030348285.1	s__	Fictibacillus_enclensis_TL8_GCA_030348285.1
OTU_677	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_678	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_680	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_681	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_682	g__Rossellomorea_marisflavi_LC18_GCA_031324195.1	s__	Rossellomorea_marisflavi_LC18_GCA_031324195.1
OTU_683	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_684	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_685	g__Cytobacillus_firmus_LN5_GCA_030123225.1	s__	Cytobacillus_firmus_LN5_GCA_030123225.1
OTU_686	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_687	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_688	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_689	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_690	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_691	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_692	g__Bacillus_velezensis_MB7_B13_GCA_030348465.1	s__	Bacillus_velezensis_MB7_B13_GCA_030348465.1
OTU_693	g__Bacillus_licheniformis_D9_B_45_GCA_030348625.1	s__	Bacillus_licheniformis_D9_B_45_GCA_030348625.1
OTU_694	g__Paenibacillus_woosongensis	s__B2_4_GCA_030122845.1	Paenibacillus_woosongensis B2_4_GCA_030122845.1
OTU_695	g__Bacillus_sp._DX4.1_GCA_030348195.1	s__	Bacillus_sp._DX4.1_GCA_030348195.1
OTU_696	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_697	g__Bacillus_licheniformis_D9_B_45_GCA_030348625.1	s__	Bacillus_licheniformis_D9_B_45_GCA_030348625.1
OTU_698	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_699	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_700	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_701	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_702	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_703	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_704	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_706	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_707	g__Peribacillus_simplex_D9_B_73_GCA_030123045.1	s__	Peribacillus_simplex_D9_B_73_GCA_030123045.1
OTU_708	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_709	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_710	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_711	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_712	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_713	g__Bacillus_halotolerans_KF17_GCA_030292055.1	s__	Bacillus_halotolerans_KF17_GCA_030292055.1
OTU_714	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_715	g__Bacillus_pumilus_B2_10_GCA_030122825.1	s__	Bacillus_pumilus_B2_10_GCA_030122825.1
OTU_716	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_718	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_719	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_720	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_721	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_721	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_722	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_723	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_724	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_725	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_726	g__Bacillus_arachidis_YX15_GCA_030285945.1	s__	Bacillus_arachidis_YX15_GCA_030285945.1
OTU_727	g__Bacillus_velezensis_MB7_B13_GCA_030348465.1	s__	Bacillus_velezensis_MB7_B13_GCA_030348465.1
OTU_728	g__Brevibacillus_parabrevis_GCA_031324325.1	s__	Brevibacillus_parabrevis_GCA_031324325.1
OTU_729	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_730	g__Bacillus_velezensis_MB7_B11_GCA_030123285.1	s__	Bacillus_velezensis_MB7_B11_GCA_030123285.1
OTU_731	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_732	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_733	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_734	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_735	g__Neobacillus_sp._SuZ13_GCA_030123365.1	s__	Neobacillus_sp._SuZ13_GCA_030123365.1
OTU_736	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_737	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_738	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_739	g__Peribacillus_frigoritolerans_CF29_GCA_030122925.1	s__	Peribacillus_frigoritolerans_CF29_GCA_030122925.1
OTU_740	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_741	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_742	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_743	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_744	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_745	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_746	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_747	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_748	g__Bacillus_subtilis_G2S2_GCA_030123085.1	s__	Bacillus_subtilis_G2S2_GCA_030123085.1
OTU_749	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_750	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_751	g__Lysinibacillus_sphaericus_ACCC03577_GCA_030348985.1	s__	Lysinibacillus_sphaericus_ACCC03577_GCA_030348985.1
OTU_752	g__Mesobacillus_sp.	s__AQ2_GCA_030122805.1	Mesobacillus_sp. AQ2_GCA_030122805.1
OTU_753	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_754	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_755	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_756	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_757	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_758	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_759	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_760	g__Bacillus_licheniformis_D9_B_45_GCA_030348625.1	s__	Bacillus_licheniformis_D9_B_45_GCA_030348625.1
OTU_761	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_762	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_763	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_764	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_765	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_766	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_767	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_768	g__Bacillus_mycoides_SIN2.2_GCA_030292205.1	s__	Bacillus_mycoides_SIN2.2_GCA_030292205.1
OTU_769	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_770	g__Bacillus_pumilus_B2_10_GCA_030122825.1	s__	Bacillus_pumilus_B2_10_GCA_030122825.1
OTU_771	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_772	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_773	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_774	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_775	g__Paenibacillus_woosongensis	s__B2_4_GCA_030122845.1	Paenibacillus_woosongensis B2_4_GCA_030122845.1
OTU_776	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_777	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_778	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_779	g__Paenibacillus_woosongensis	s__B2_4_GCA_030122845.1	Paenibacillus_woosongensis B2_4_GCA_030122845.1
OTU_780	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_781	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_782	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_783	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_785	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_786	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_787	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_788	g__Neobacillus_novalis_XLM17_GCA_030123445.1	s__	Neobacillus_novalis_XLM17_GCA_030123445.1
OTU_789	g__Bacillus_cereus_YX23_GCA_030348245.1	s__	Bacillus_cereus_YX23_GCA_030348245.1
OTU_790	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_791	g__Bacillus_toyonensis_G7S3_GCA_031324285.1	s__	Bacillus_toyonensis_G7S3_GCA_031324285.1
OTU_792	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_793	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_794	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_795	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_796	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_797	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_798	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_800	g__Bacillus_pumilus_GT4_IS1_GCA_030348915.1	s__	Bacillus_pumilus_GT4_IS1_GCA_030348915.1
OTU_801	g__Neobacillus_sp._SuZ13_GCA_030123365.1	s__	Neobacillus_sp._SuZ13_GCA_030123365.1
OTU_802	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_803	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_805	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_806	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_807	g__Neobacillus_sp._YX16_GCA_030123505.1	s__	Neobacillus_sp._YX16_GCA_030123505.1
OTU_808	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_809	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_810	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_811	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_812	g__Rossellomorea_marisflavi_LC18_GCA_031324195.1	s__	Rossellomorea_marisflavi_LC18_GCA_031324195.1
OTU_813	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_814	g__Bacillus_halotolerans_KF17_GCA_030292055.1	s__	Bacillus_halotolerans_KF17_GCA_030292055.1
OTU_815	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_816	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_817	g__Bacillus_subtilis_G2S2_GCA_030123085.1	s__	Bacillus_subtilis_G2S2_GCA_030123085.1
OTU_818	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_819	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_820	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_821	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_822	g__Bacillus_velezensis_MB7_B11_GCA_030123285.1	s__	Bacillus_velezensis_MB7_B11_GCA_030123285.1
OTU_823	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_824	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_825	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_827	g__Bacillus_arachidis_YX15_GCA_030285945.1	s__	Bacillus_arachidis_YX15_GCA_030285945.1
OTU_828	g__Lysinibacillus_sphaericus_ACCC03577_GCA_030348985.1	s__	Lysinibacillus_sphaericus_ACCC03577_GCA_030348985.1
OTU_829	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_830	g__Bacillus_licheniformis_D9_B_45_GCA_030348625.1	s__	Bacillus_licheniformis_D9_B_45_GCA_030348625.1
OTU_831	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_832	g__Lysinibacillus_pakistanensis_LY92_GCA_030123265.1	s__	Lysinibacillus_pakistanensis_LY92_GCA_030123265.1
OTU_833	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_834	g__Neobacillus_sp._SuZ13_GCA_030123365.1	s__	Neobacillus_sp._SuZ13_GCA_030123365.1
OTU_835	g__Bacillus_halotolerans_KF17_GCA_030292055.1	s__	Bacillus_halotolerans_KF17_GCA_030292055.1
OTU_836	g__Bacillus_halotolerans_KF17_GCA_030292055.1	s__	Bacillus_halotolerans_KF17_GCA_030292055.1
OTU_837	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_838	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_839	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_840	g__Neobacillus_sp._SuZ13_GCA_030123365.1	s__	Neobacillus_sp._SuZ13_GCA_030123365.1
OTU_841	g__Bacillus_pumilus_GT4_IS1_GCA_030348915.1	s__	Bacillus_pumilus_GT4_IS1_GCA_030348915.1
OTU_842	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_843	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_844	g__Bacillus_safensis_CEW-AP100_GCA_030122965.1	s__	Bacillus_safensis_CEW-AP100_GCA_030122965.1
OTU_845	g__Bacillus_anthracis_Mn106-1	s__head2	Bacillus_anthracis_Mn106-1 head2 chi_GCA_030166975.1
OTU_846	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_848	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_849	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_850	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_851	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_852	g__Brevibacillus_parabrevis_GCA_031324325.1	s__	Brevibacillus_parabrevis_GCA_031324325.1
OTU_853	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_854	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_855	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_856	g__Paenibacillus_silvae_LY60_GCF_030348445.1	s__	Paenibacillus_silvae_LY60_GCF_030348445.1
OTU_857	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_858	g__Neobacillus_sp._SuZ13_GCA_030123365.1	s__	Neobacillus_sp._SuZ13_GCA_030123365.1
OTU_859	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_860	g__Bacillus_pumilus_B2_10_GCA_030122825.1	s__	Bacillus_pumilus_B2_10_GCA_030122825.1
OTU_861	g__Bacillus_mycoides_SIN2.2_GCA_030292205.1	s__	Bacillus_mycoides_SIN2.2_GCA_030292205.1
OTU_862	g__Bacillus_paralicheniformis_CEW	s__1W_GCA_030123025.1	Bacillus_paralicheniformis_CEW 1W_GCA_030123025.1
OTU_863	g__Brevibacillus_parabrevis_GCA_031324325.1	s__	Brevibacillus_parabrevis_GCA_031324325.1
OTU_864	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_865	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_866	g__Bacillus_sp._DX1.1_GCA_030348225.1	s__	Bacillus_sp._DX1.1_GCA_030348225.1
OTU_867	g__Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1	s__	Bacillus_pseudomycoides_SIN1.1_GCA_031324125.1
OTU_868	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_869	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_870	g__Bacillus_cereus_YX23_GCA_030348245.1	s__	Bacillus_cereus_YX23_GCA_030348245.1
OTU_871	g__Bacillus_altitudinis_G6S2_GCA_030123125.1	s__	Bacillus_altitudinis_G6S2_GCA_030123125.1
OTU_872	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_874	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_875	g__Bacillus_subtilis_G2S2_GCA_030123085.1	s__	Bacillus_subtilis_G2S2_GCA_030123085.1
OTU_876	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_877	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_878	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_879	g__Bacillus_arachidis_YX15_GCA_030285945.1	s__	Bacillus_arachidis_YX15_GCA_030285945.1
OTU_880	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
OTU_881	g__Bacillus_licheniformis_D9_B_45_GCA_030348625.1	s__	Bacillus_licheniformis_D9_B_45_GCA_030348625.1
OTU_882	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_883	g__Bacillus_sonorensis_YX13_GCA_031324045.1	s__	Bacillus_sonorensis_YX13_GCA_031324045.1
OTU_884	g__Paenibacillus_sp.	s__11B_GCF-030487755.1	Paenibacillus_sp. 11B_GCF-030487755.1
